Language_ID	Value	Parameter_ID	Synset
otk	kök	NA	NA
otk	tıl	NA	NA
owl	eguin	NA	NA
p_sla	lopata	NA	NA
p_sla	loviti	NA	NA
p_sla	platiti	NA	NA
p_sla	povĕstĭ	NA	NA
por	limpo	NA	NA
por	nascor	NA	NA
por	quantitas	NA	NA
pro	razo	NA	NA
pro	trobar	NA	NA
ron	luci	NA	NA
ron	mătură	NA	NA
ron	murdar	NA	NA
ron	putea	NA	NA
san	करोति	NA	NA
san	क्षुद्रक	NA	NA
san	खाद्य	NA	NA
san	गल	NA	NA
san	घटना	NA	NA
san	जाति	NA	NA
san	जानाति	NA	NA
san	द्वार	NA	NA
san	धन्य	NA	NA
san	नख	NA	NA
san	पक्ष	NA	NA
san	पत्र	NA	NA
san	बन्धति	NA	NA
san	बाल	NA	NA
san	मानुष	NA	NA
san	मुख	NA	NA
san	म्रिय	NA	NA
san	वहनीयं	NA	NA
san	सुन्दर	NA	NA
san	स्थान	NA	NA
san	स्वर	NA	NA
san	स्वर्ण	NA	NA
san	हिम	NA	NA
sga	adbar	NA	NA
sga	aimser	NA	NA
sga	aitherrach	NA	NA
sga	áitt	NA	NA
sga	álaind	NA	NA
sga	anaid	NA	NA
sga	ard	NA	NA
sga	argat	NA	NA
sga	baile	NA	NA
sga	bolg	NA	NA
sga	brissid	NA	NA
sga	cáel	NA	NA
sga	cass	NA	NA
sga	cenn	NA	NA
sga	cét	NA	NA
sga	cíall	NA	NA
sga	cír	NA	NA
sga	clár	NA	NA
sga	coillid	NA	NA
sga	cos	NA	NA
sga	cré	NA	NA
sga	croiccenn	NA	NA
sga	cuirid	NA	NA
sga	dénai	NA	NA
sga	dér	NA	NA
sga	dóth	NA	NA
sga	fácaib	NA	NA
sga	fér	NA	NA
sga	figor	NA	NA
sga	fír	NA	NA
sga	fogbai	NA	NA
sga	fota	NA	NA
sga	géc	NA	NA
sga	gér	NA	NA
sga	gerr	NA	NA
sga	glan	NA	NA
sga	glas	NA	NA
sga	íasc	NA	NA
sga	immtéit	NA	NA
sga	infét	NA	NA
sga	inga	NA	NA
sga	inis	NA	NA
sga	lám	NA	NA
sga	lín	NA	NA
sga	línaid	NA	NA
sga	liter	NA	NA
sga	maide	NA	NA
sga	múinid	NA	NA
sga	ní	NA	NA
sga	níd	NA	NA
sga	nige	NA	NA
sga	poll	NA	NA
sga	scél	NA	NA
sga	scúap	NA	NA
sga	séitid	NA	NA
sga	sen	NA	NA
sga	stad	NA	NA
sga	tabair	NA	NA
sga	té	NA	NA
sga	tengae	NA	NA
sga	timáinid	NA	NA
sga	tosach	NA	NA
sga	trí	NA	NA
sga	uilen	NA	NA
spa	apañar	NA	NA
spa	golpe	NA	NA
swe	hålla	NA	NA
swe	rutten	NA	NA
swe	störa	NA	NA
swe	tendra	NA	NA
tur	ara	NA	NA
tur	arka	NA	NA
tur	çizmek	NA	NA
wlm	ariant	NA	NA
wlm	ffonn	NA	NA
xbm	euin	NA	NA
xcl	աղջիկ	NA	NA
xcl	առնել	NA	NA
xcl	եղունգն	NA	NA
xcl	թի	NA	NA
xcl	ծայր	NA	NA
xcl	հոտ	NA	NA
xcl	հօտ	NA	NA
xcl	ձայն	NA	NA
xcl	ոտք	NA	NA
xcl	պատրաստեմ	NA	NA
xcl	սիրել	NA	NA
xcl	փախչել	NA	NA
abk	ааира	779_come	arrive.v.01
abk	ааира	780_arrive	arrive.v.01
abk	аара	779_come	arrive.v.01
abk	аара	780_arrive	arrive.v.01
abk	Аба	365_cloth	fabric.n.01
abk	Аба	509_dry	dry.a.01
abk	аба-	648_where	NA
abk	аба-	649_whereto	NA
abk	абааҧсы	543_evil	NA
abk	абааҧсы	561_nastydire	NA
abk	абаара	705_rot	NA
abk	абаара	706_decay	NA
abk	абара	703_dry	NA
abk	абара	800_see	see.v.01
abk	абара	918_visit	NA
abk	абжьара	263_gap	NA
abk	абжьара	264_distance	NA
abk	абжьара	635_between	NA
abk	абналара	798_flee	flee.v.01
abk	абналара	799_escape	NA
abk	абылра	697_burn	burn.v.03
abk	абылра	897_burn	burn.v.07
abk	агара	313_cradle	NA
abk	агара	725_sound	NA
abk	агара	887_take	take.v.04
abk	агылара	282_height	NA
abk	агылара	686_rise	rise.v.01
abk	адгьыл	65_ground	NA
abk	адгьыл	66_earth	land.n.02
abk	адыр	570_familiar	NA
abk	адыр	571_famous	NA
abk	адырра	1000_know	know.v.01
abk	адырра	996_recognize	NA
abk	аеҵəа	529_green	green.s.01
abk	аеҵəа	59_star	star.n.03
abk	Ажə	563_old	old.a.01
abk	Ажə	566_agedold	NA
abk	ажəра	736_drink	drink.v.01
abk	ажəра	961_boil	NA
abk	ажәа	232_speech	address.n.03
abk	ажәа	235_word	word.n.01
abk	ажра	179_pit	NA
abk	ажра	840_dig	dig.v.01
abk	ажьара	942_deceive	NA
abk	ажьара	943_cheat	NA
abk	азҳара	715_rise	ascend.v.01
abk	азҳара	716_grow	grow.v.03
abk	аӡара	938_steal	steal.v.01
abk	аӡара	941_conceal	hide.v.01
abk	аӡра	962_bake	bake.v.02
abk	аӡра	963_fry	NA
abk	аиҭаҵра	752_move	NA
abk	аиҭаҵра	773_go	travel.v.01
abk	аицәажәара	983_talk	NA
abk	аицәажәара	984_chat	NA
abk	акəакь	274_corner	corner.n.03
abk	акəакь	278_angle	NA
abk	акала	541_slim	NA
abk	акала	771_drive	drive.v.01
abk	акаҳара	696_fall	fall.v.01
abk	акаҳара	756_tumble	NA
abk	акнаҳара	680_hang	NA
abk	акнаҳара	828_hangup	hang.v.02
abk	акра	849_hold	hold.v.02
abk	акра	878_catch	catch.v.04
abk	акра	951_catch	NA
abk	акы	547_stingy	stingy.a.01
abk	акы	653_one	one.s.01
abk	акьат	303_pole	pole.n.01
abk	акьат	305_staff	NA
abk	акьаҿ	372_shirt	shirt.n.01
abk	акьаҿ	484_short	short.a.02
abk	ақəршəра	827_cover	cover.v.01
abk	ақəршəра	906_cover	NA
abk	аҟалара	681_become	become.v.01
abk	аҟалара	682_happen	NA
abk	аҟалара	959_ripen	NA
abk	ала	139_dog	dog.n.01
abk	ала	1_eye	eye.n.01
abk	алагара	683_begin	NA
abk	алагара	815_start	begin.v.03
abk	алада	296_south	south.n.03
abk	алада	616_down	down.r.01
abk	алашара	550_dear	NA
abk	алашара	71_light	luminosity.n.01
abk	алгара	684_end	end.v.01
abk	алгара	816_finish	complete.v.01
abk	алгара	892_spoil	NA
abk	амахə	115_limb	branch.n.02
abk	амахə	116_twig	NA
abk	амахəҭа	115_limb	branch.n.02
abk	амахəҭа	116_twig	NA
abk	амза	119_pine	pine.n.01
abk	амза	58_moon	moon.n.01
abk	амч	391_force	NA
abk	амч	392_strength	NA
abk	амш	450_day	day.n.01
abk	амш	73_weather	weather.n.01
abk	амҩа	403_way	NA
abk	амҩа	404_road	road.n.01
abk	анхара	782_stay	stay.v.04
abk	анхара	945_dwell	populate.v.01
abk	аныҟəара	293_walk	NA
abk	аныҟəара	757_walk	walk.v.01
abk	аҧара	422_money	money.n.01
abk	аҧара	764_jump	jump.v.01
abk	аҧара	965_knit	NA
abk	аҧжəара	707_snap	NA
abk	аҧжəара	895_tear	tear.v.01
abk	аҧсра	412_death	NA
abk	аҧсра	750_die	die.v.01
abk	аҧхасҭатəра	892_spoil	NA
abk	аҧхасҭатəра	893_damage	damage.v.01
abk	аҧҳəыс	194_woman	woman.n.01
abk	аҧҳəыс	211_wife	wife.n.01
abk	аҧшаара	786_find	find.v.03
abk	аҧшаара	885_get	NA
abk	аҧшӡа	501_beautiful	beautiful.a.01
abk	аҧшӡа	542_pretty	NA
abk	аҧынҵа	275_tip	NA
abk	аҧынҵа	3_nose	nose.n.01
abk	аҧырра	762_dash	NA
abk	аҧырра	772_fly	fly.v.01
abk	аҧырхагахара	891_hinder	NA
abk	аҧырхагахара	939_disturb	NA
abk	ара	606_here	here.r.01
abk	ара	607_hither	NA
abk	араҟа	606_here	here.r.01
abk	араҟа	607_hither	NA
abk	арбара	908_show	indicate.v.02
abk	арбара	970_wipe	wipe.v.01
abk	аргылара	822_put	NA
abk	аргылара	836_build	construct.v.01
abk	аркра	821_close	close.v.01
abk	аркра	829_light	ignite.v.01
abk	аркра	829_light	light.a.01
abk	арҟəра	841_bow	NA
abk	арҟəра	842_bend	NA
abk	архəара	841_bow	NA
abk	архəара	842_bend	NA
abk	асакь	337_pouch	NA
abk	асакь	343_sack	NA
abk	асаркьа	189_glass	glass.n.01
abk	асаркьа	383_mirror	mirror.n.01
abk	асра	690_blow	blow.v.02
abk	асра	860_knock	NA
abk	асра	934_beat	NA
abk	атəара	678_sit	sit_down.v.01
abk	атəара	712_dropdescend	NA
abk	атəара	755_sitdown	NA
abk	атата	495_soft	soft.a.01
abk	атата	552_gentle	NA
abk	аҭаацəа	198_family	family.n.02
abk	аҭаацəа	308_home	NA
abk	аҭара	898_give	give.v.03
abk	аҭара	899_hand	NA
abk	аҭахра	216_wish	NA
abk	аҭахра	814_want	desire.v.01
abk	аҭыҧ	265_area	NA
abk	аҭыҧ	266_space	NA
abk	аҭыҧ	267_place	position.n.01
abk	аура	281_length	NA
abk	аура	699_rain	NA
abk	аура	818_succeed	NA
abk	аура	885_get	NA
abk	аусура	245_work	work.n.01
abk	аусура	946_work	NA
abk	афатə	348_food	food.n.02
abk	афатə	349_dish	NA
abk	ахəа	164_worm	worm.n.01
abk	ахəа	183_ash	ash.n.01
abk	ахəаҧшра	801_lookat	look.v.01
abk	ахəаҧшра	802_watch	NA
abk	ахəда	16_throat	throat.n.01
abk	ахəда	17_neck	neck.n.01
abk	ахəда	373_collar	collar.n.01
abk	ахəмарра	248_game	NA
abk	ахəмарра	921_play	play.v.05
abk	ахара	446_fault	fault.n.06
abk	ахара	575_far	far.r.02
abk	ахара	875_pull	pull.v.01
abk	ахаҵа	193_man	man.n.01
abk	ахаҵа	210_husband	husband.n.01
abk	ахықə	103_shore	NA
abk	ахықə	104_coast	NA
abk	ахь-	648_where	NA
abk	ахь-	649_whereto	NA
abk	ахьчара	927_guard	guard.n.01
abk	ахьчара	929_defend	defend.v.03
abk	ахьчара	952_herd	NA
abk	ахьшəашəа	504_cold	cold.a.01
abk	ахьшəашəа	505_cool	NA
abk	аҳəара	979_comb	NA
abk	аҳəара	981_say	allege.v.01
abk	аҳəара	986_request	ask.v.02
abk	аҳəара	987_tell	tell.v.03
abk	аҳара	803_hear	hear.v.01
abk	аҳара	810_hear	NA
abk	аҳара	998_understand	understand.v.01
abk	ацəа	114_bark	bark.n.01
abk	ацəа	124_fur	fur.n.03
abk	ацəа	178_peelhusk	NA
abk	ацəа	363_leather	leather.n.01
abk	ацəа	40_skin	hide.n.02
abk	ацəа	54_sleep	NA
abk	ацəажəара	982_speak	speak.v.03
abk	ацəажəара	983_talk	NA
abk	ацəаҳəа	262_stroke	NA
abk	ацəаҳəа	286_row	NA
abk	ацəцара	798_flee	flee.v.01
abk	ацəцара	799_escape	NA
abk	ацара	692_flow	run.v.06
abk	ацара	709_pass	NA
abk	ацара	774_goaway	exit.v.01
abk	ацара	775_depart	NA
abk	аццакра	760_rush	NA
abk	аццакра	761_hurry	rush.v.04
abk	аҵəахра	876_keep	keep.v.03
abk	аҵəахра	880_hide	NA
abk	аҵəҵəасра	720_chime	NA
abk	аҵəҵəасра	721_ring	NA
abk	аҵаа	78_ice	ice.n.01
abk	аҵаа	79_frost	NA
abk	аҵаара	700_freeze	freeze.v.02
abk	аҵаара	811_becold	NA
abk	аҵар	497_pointed	pointed.a.01
abk	аҵар	498_sharp	sharp.a.09
abk	аччара	213_laughter	NA
abk	аччара	791_laugh	laugh.v.01
abk	аҽыҭ	256_piece	part.n.03
abk	аҽыҭ	354_slice	NA
abk	аҿаҳəара	338_bundle	NA
abk	аҿаҳəара	826_connect	NA
abk	аҿаҳəара	857_tie	tie.v.01
abk	ашəара	1003_measure	measure.v.01
abk	ашəара	1013_payfor	NA
abk	ашəара	1014_pay	pay.v.01
abk	ашəҟəы	407_letter	letter.n.01
abk	ашəҟəы	408_book	book.n.01
abk	ашəра	811_becold	NA
abk	ашəра	959_ripen	NA
abk	ашəра	967_dye	dye.v.01
abk	ашара	451_morning	morning.n.01
abk	ашара	881_divide	divide.v.01
abk	ашоура	397_fever	fever.n.01
abk	ашоура	81_heat	NA
abk	ашра	704_boil	boil.v.01
abk	ашра	726_bark	NA
abk	ашьапхыц	126_claw	claw.n.01
abk	ашьапхыц	32_nail	NA
abk	ашьапы	113_trunk	trunk.n.01
abk	ашьапы	38_leg	leg.n.02
abk	ашьҭыбжь	238_noise	NA
abk	ашьҭыбжь	239_sound	noise.n.01
abk	аҩада	295_north	north.n.03
abk	аҩада	618_up	up.r.01
abk	зны	596_once	NA
abk	зны	601_once	NA
abk	иабыкуу	648_where	NA
abk	иабыкуу	649_whereto	NA
abk	нас	594_then	NA
abk	нас	598_afterwards	NA
ady	азыфагу	263_gap	NA
ady	азыфагу	266_space	NA
ady	ар	637_this	NA
ady	ар	642_he	NA
ady	ардэдэм	584_atonce	immediately.r.01
ady	ардэдэм	588_instantly	NA
ady	асыхьатым	584_atonce	immediately.r.01
ady	асыхьатым	588_instantly	NA
ady	бгъэ́	23_bosom	breast.n.02
ady	бгъэ́	24_breast	thorax.n.02
ady	бгъэгумэкӏын	939_disturb	NA
ady	бгъэгумэкӏын	940_bother	NA
ady	бгыры́пх	376_belt	belt.n.02
ady	бгыры́пх	384_strap	NA
ady	гу	218_spirit	spirit.n.01
ady	гу	46_heart	heart.n.02
ady	гущыӏ	225_talk	NA
ady	гущыӏ	232_speech	address.n.03
ady	гущыӏ	235_word	word.n.01
ady	гъаблэ́	50_hunger	NA
ady	гъаблэ́	553_hungry	NA
ady	гъо́гу	403_way	NA
ady	гъо́гу	404_road	road.n.01
ady	гъэжъэ́н	962_bake	bake.v.02
ady	гъэжъэ́н	963_fry	NA
ady	гъэпцӏэ́н	942_deceive	NA
ady	гъэпцӏэ́н	943_cheat	NA
ady	гъэсысын	867_jog	NA
ady	гъэсысын	868_shake	shake.v.08
ady	дахэ́	501_beautiful	beautiful.a.01
ady	дахэ́	542_pretty	NA
ady	джыри	625_still	NA
ady	джыри	628_again	again.r.01
ady	дзыо́	337_pouch	NA
ady	дзыо́	343_sack	NA
ady	дыкъын	700_freeze	freeze.v.02
ady	дыкъын	811_becold	NA
ady	егъэджэ́н	910_teach	teach.v.01
ady	егъэджэ́н	911_instruct	NA
ady	еджэ́н	1006_read	read.v.01
ady	еджэ́н	999_learn	learn.v.01
ady	епхын	857_tie	tie.v.01
ady	епхын	954_tieup	NA
ady	епщэ́н	690_blow	blow.v.02
ady	епщэ́н	728_blow	NA
ady	еты́н	898_give	give.v.03
ady	еты́н	899_hand	NA
ady	еты́н	900_give	NA
ady	еты́н	915_let	NA
ady	жъы	563_old	old.a.01
ady	жъы	566_agedold	NA
ady	занкӏэу	368_button	button.n.01
ady	занкӏэу	611_ahead	NA
ady	зы	583_alone	alone.r.02
ady	зы	653_one	one.s.01
ady	зэхэхын	803_hear	hear.v.01
ady	зэхэхын	810_hear	NA
ady	зэхэхын	998_understand	understand.v.01
ady	зэӏэтхъы́н	707_snap	NA
ady	зэӏэтхъы́н	895_tear	tear.v.01
ady	къежьэн	683_begin	NA
