Language_ID	Value	Source_ID	Source_Value
ady	шы	NA	NA
ady	шӏонгъоны́гъ	NA	NA
ady	шӏу плъэгъу́н	NA	NA
ady	шӏын	NA	NA
ady	шӏы́н	NA	NA
ady	щынэ́н	NA	NA
ady	щэн	NA	NA
ady	ыужыкӏэ́	NA	NA
ady	ычӏэкӏэ́	NA	NA
ady	ӏужъу́	NA	NA
ady	ӏэбжъа́н	NA	NA
ady	ӏэты́н	NA	NA
ady	ӏэхъуа́мб	NA	NA
ain	abe	NA	NA
ain	ahun	NA	NA
ain	ami	NA	NA
ain	arapa	NA	NA
ain	are	NA	NA
ain	ash	NA	NA
ain	ashikipet	NA	NA
ain	ataye-kore	NA	NA
ain	cha	NA	NA
ain	chup	NA	NA
ain	een	NA	NA
ain	epungine	NA	NA
ain	eraman	NA	NA
ain	etu	NA	NA
ain	hachiri	NA	NA
ain	hopuni	NA	NA
ain	hotuye	NA	NA
ain	ibehe	NA	NA
ain	ika	NA	NA
ain	ita	NA	NA
ain	kamui	NA	NA
ain	kamure	NA	NA
ain	kap	NA	NA
ain	kara	NA	NA
ain	kem	NA	NA
ain	ker	NA	NA
ain	kes	NA	NA
ain	ki	NA	NA
ain	kik	NA	NA
ain	kikkik	NA	NA
ain	kiroro	NA	NA
ain	kiroro-koro	NA	NA
ain	kishma	NA	NA
ain	kotan	NA	NA
ain	ku	NA	NA
ain	kuri	NA	NA
ain	ma	NA	NA
ain	mi	NA	NA
ain	mom	NA	NA
ain	mosh	NA	NA
ain	moshiri	NA	NA
ain	munnuye	NA	NA
ain	ni	NA	NA
ain	nin	NA	NA
ain	nipeki-at	NA	NA
ain	nitek	NA	NA
ain	niwatori-chikap	NA	NA
ain	nu	NA	NA
ain	numi	NA	NA
ain	oman	NA	NA
ain	pa	NA	NA
ain	pase	NA	NA
ain	peko	NA	NA
ain	pere	NA	NA
ain	pishki	NA	NA
ain	pukuru	NA	NA
ain	rai	NA	NA
ain	rewe	NA	NA
ain	rok	NA	NA
ain	ru	NA	NA
ain	rusui	NA	NA
ain	sak	NA	NA
ain	shikari	NA	NA
ain	shikkeu	NA	NA
ain	shina	NA	NA
ain	shiri	NA	NA
ain	shishuye	NA	NA
ain	shiunin	NA	NA
ain	shiyeye	NA	NA
ain	shongo	NA	NA
ain	so	NA	NA
ain	tane	NA	NA
ain	tashum	NA	NA
ain	teeda	NA	NA
ain	tek	NA	NA
ain	to	NA	NA
ain	tuk	NA	NA
ain	tura	NA	NA
ain	turu	NA	NA
ain	tusa	NA	NA
ain	uk	NA	NA
ain	ya	NA	NA
ain	yashke	NA	NA
ale	adim haada	NA	NA
ale	agachiisa-	NA	NA
ale	aǵanǵu-ǵ-ulux	NA	NA
ale	agiituda-x́	NA	NA
ale	agu-lix	NA	NA
ale	akalux́	NA	NA
ale	alaǵu-x́	NA	NA
ale	alux́	NA	NA
ale	amgix́si-lix	NA	NA
ale	an'g	NA	NA
ale	anǵ-	NA	NA
ale	anǵaǵi-lix	NA	NA
ale	angali-x́	NA	NA
ale	ani-lix	NA	NA
ale	asx́at-	NA	NA
ale	ataqadim	NA	NA
ale	atxaza-lix	NA	NA
ale	atx́u-x́	NA	NA
ale	ax-six	NA	NA
ale	ax́-six	NA	NA
ale	axt-	NA	NA
ale	ayaga-x́	NA	NA
ale	ayangi-x́	NA	NA
ale	chadu-x́	NA	NA
ale	chiǵana-x́	NA	NA
ale	chigit-	NA	NA
ale	chiklagni-lix	NA	NA
ale	chilgi-lix	NA	NA
ale	chumnax	NA	NA
ale	chuya-x́	NA	NA
ale	hachiǵi-lix	NA	NA
ale	hamiǵ-	NA	NA
ale	haqa-lix	NA	NA
ale	haqat-	NA	NA
ale	haqatana-lix	NA	NA
ale	hax́saasa-lix	NA	NA
ale	hazagaan	NA	NA
ale	hi-lix	NA	NA
ale	hla-x́	NA	NA
ale	husugaan	NA	NA
ale	hyaaga-x́	NA	NA
ale	iǵdux-six	NA	NA
ale	iǵu-lix	NA	NA
ale	ini-x́	NA	NA
ale	iqi-lix	NA	NA
ale	kadmudaǵan	NA	NA
ale	kagi-lix	NA	NA
ale	kalika-x́	NA	NA
ale	katux-six	NA	NA
ale	kayu-x́	NA	NA
ale	kiiǵuusi-x́	NA	NA
ale	kimdux	NA	NA
ale	kinguunu-lix	NA	NA
ale	kuluuma-x́	NA	NA
ale	kumsa-lix	NA	NA
ale	kumsi-lix	NA	NA
ale	luuka-x́	NA	NA
ale	maqa-x́	NA	NA
ale	qaasa-x́	NA	NA
ale	qachx́-	NA	NA
ale	qagalǵí-x́	NA	NA
ale	qaguǵni-lix	NA	NA
ale	qigna-x́	NA	NA
ale	qingana-lix	NA	NA
ale	sa-x́	NA	NA
ale	six́ila-lix	NA	NA
ale	slu-x́	NA	NA
ale	su-lix	NA	NA
ale	sulux-six	NA	NA
ale	sxa-x́	NA	NA
ale	taanga-x́	NA	NA
ale	tagada-x́	NA	NA
ale	tagu-lix	NA	NA
ale	tana-x́	NA	NA
ale	tugida-x́	NA	NA
ale	tungax́-six	NA	NA
ale	tunu-x́	NA	NA
ale	tunux́ta-lix	NA	NA
ale	tuta-lix	NA	NA
ale	uǵala-lix	NA	NA
ale	ula-x́	NA	NA
ale	unuqu-	NA	NA
ale	unuqut-	NA	NA
ale	waadan	NA	NA
ale	yuchx́i-lix	NA	NA
arb	أثر	NA	NA
arb	أحب	NA	NA
arb	أدار	NA	NA
arb	أكل	NA	NA
arb	أوقد	NA	NA
arb	إلى الأمام	NA	NA
arb	انتظر	NA	NA
arb	انقطع	NA	NA
arb	بنت	NA	NA
arb	بيت	NA	NA
arb	تحت	NA	NA
arb	تحرك	NA	NA
arb	ترك	NA	NA
arb	تكلم	NA	NA
arb	تل	NA	NA
arb	توقف	NA	NA
arb	ثم	NA	NA
arb	جلس	NA	NA
arb	جميل	NA	NA
arb	حافة	NA	NA
arb	حبة	NA	NA
arb	حضر	NA	NA
arb	حمل	NA	NA
arb	حمى	NA	NA
arb	خبز	NA	NA
arb	دار	NA	NA
arb	دب	NA	NA
arb	دخل	NA	NA
arb	دفع	NA	NA
arb	دل	NA	NA
arb	ذاب	NA	NA
arb	ذهب	NA	NA
arb	ربط	NA	NA
arb	رعد	NA	NA
arb	رفع	NA	NA
arb	ساق	NA	NA
arb	سحب	NA	NA
arb	سمع	NA	NA
arb	سن	NA	NA
arb	شرق	NA	NA
arb	شعر	NA	NA
arb	صخب	NA	NA
arb	صغير	NA	NA
arb	صقيع	NA	NA
arb	صوت	NA	NA
arb	ضرب	NA	NA
arb	ظفر	NA	NA
arb	ظهر	NA	NA
arb	علم	NA	NA
arb	عمل	NA	NA
arb	غرب	NA	NA
arb	غطى	NA	NA
arb	غنى	NA	NA
arb	فعل	NA	NA
arb	فهم	NA	NA
arb	قام	NA	NA
arb	قدر	NA	NA
arb	قذر	NA	NA
arb	قسم	NA	NA
arb	قشرة	NA	NA
arb	قطع	NA	NA
arb	قلب	NA	NA
arb	قوي	NA	NA
arb	كثيرا	NA	NA
arb	كسر	NA	NA
arb	كم	NA	NA
arb	كنس	NA	NA
arb	لعب	NA	NA
arb	لوح	NA	NA
arb	مخلب	NA	NA
arb	مرض	NA	NA
arb	مستنقع	NA	NA
arb	مسك	NA	NA
arb	مشط	NA	NA
arb	ملك	NA	NA
arb	نام	NA	NA
arb	نظر	NA	NA
arb	وصل	NA	NA
arb	وضع	NA	NA
arb	ولد	NA	NA
ava	ахакь	NA	NA
ava	ахӏизе	NA	NA
ava	багъаризе	NA	NA
ava	базе	NA	NA
ava	байбихьизе	NA	NA
ava	бакизе	NA	NA
ava	баккизе	NA	NA
ava	бакӏ	NA	NA
ava	бакӏаризе	NA	NA
ava	бакӏлъи	NA	NA
ava	балагьизе	NA	NA
ava	бахине	NA	NA
ava	бахчизе	NA	NA
ava	бахъизе	NA	NA
ava	бахъине	NA	NA
ava	бацӏцӏине	NA	NA
ava	баччизе	NA	NA
ava	бегизе	NA	NA
ava	битӏараб	NA	NA
ava	бихъизе	NA	NA
ava	бихьизе	NA	NA
ava	бицине	NA	NA
ava	бокьизе	NA	NA
ava	борхизе	NA	NA
ava	босизе	NA	NA
ava	бухьине	NA	NA
ava	вас	NA	NA
ava	габур	NA	NA
ava	гаргадизе	NA	NA
ava	гъанчдезе	NA	NA
ava	гъоркь	NA	NA
ava	гьабизе	NA	NA
ava	гьалаглъизе	NA	NA
ava	гьаракь	NA	NA
ava	гӏарац	NA	NA
ava	гӏер	NA	NA
ava	гӏодов чӏезе	NA	NA
ava	гӏурдаллъи	NA	NA
ava	доб	NA	NA
ava	дуниял	NA	NA
ava	дуризе	NA	NA
ava	жо	NA	NA
ava	ине	NA	NA
ava	каратӏ	NA	NA
ava	кваназабизе	NA	NA
ava	квачараб	NA	NA
ava	квекӏен гьабизе	NA	NA
ava	квен	NA	NA
ava	керен	NA	NA
ava	кибехун	NA	NA
ava	килищ	NA	NA
ava	кквезе	NA	NA
ava	къазабизе	NA	NA
ava	къазе	NA	NA
ava	къандалъо	NA	NA
ava	къотӏизе	NA	NA
ava	кьабизе	NA	NA
ava	кьезе	NA	NA
ava	кьижизе	NA	NA
ava	кӏал	NA	NA
ava	кӏветӏ	NA	NA
ava	лъазе	NA	NA
ava	лъугьине	NA	NA
ava	лъутизе	NA	NA
ava	лъухьизе	NA	NA
ava	макьу	NA	NA
ava	малъ	NA	NA
ava	манзил	NA	NA
ava	мацӏ	NA	NA
ava	мегӏер	NA	NA
ava	моцӏ	NA	NA
ava	нах	NA	NA
ava	нух	NA	NA
ava	рагьараб	NA	NA
ava	рагӏал	NA	NA
ava	рагӏизе	NA	NA
ava	ракь	NA	NA
ava	раххан	NA	NA
ava	рахъ	NA	NA
ava	рекӏинабизе	NA	NA
ava	ретӏине	NA	NA
ava	рикӏкӏине	NA	NA
ava	рицӏцӏ	NA	NA
ava	рицӏцӏигъветӏ	NA	NA
ava	сон	NA	NA
ava	тезе	NA	NA
ava	тӏадебахъине	NA	NA
ava	тӏезе	NA	NA
ava	тӏеренаб	NA	NA
ava	тӏогь	NA	NA
ava	тӏом	NA	NA
ava	унти	NA	NA
ava	унтизе	NA	NA
ava	хадуса	NA	NA
ava	хазе	NA	NA
ava	хачазе	NA	NA
ava	хер	NA	NA
ava	хъарщи	NA	NA
ava	хъвазе	NA	NA
ava	хъилдизе	NA	NA
ava	хьаг	NA	NA
ava	хьвадизе	NA	NA
ava	хьухьине	NA	NA
ava	хӏадурлъизабизе	NA	NA
ava	цебе	NA	NA
ava	цинги	NA	NA
ava	цӏа	NA	NA
ava	цӏализабизе	NA	NA
ava	цӏализе	NA	NA
ava	цӏер	NA	NA
ava	цӏияб	NA	NA
ava	цӏунизе	NA	NA
ava	чанагъ	NA	NA
ava	чвахизе	NA	NA
ava	чӏвазе	NA	NA
ava	чӏезе	NA	NA
ava	щвезе	NA	NA
ava	щиб	NA	NA
ava	яс	NA	NA
azj	ağac	NA	NA
azj	aldatmaq	NA	NA
azj	almaq	NA	NA
azj	atmaq	NA	NA
azj	axmaq	NA	NA
azj	ay	NA	NA
azj	bağlamaq	NA	NA
azj	başlamaq	NA	NA
azj	bataqlıq	NA	NA
azj	batmaq	NA	NA
azj	baxmaq	NA	NA
azj	bilmək	NA	NA
azj	bişirmək	NA	NA
azj	bitmək	NA	NA
azj	çalışmaq	NA	NA
azj	çalmaq	NA	NA
azj	çay	NA	NA
azj	çevirmək	NA	NA
azj	çənə	NA	NA
azj	çəngəl	NA	NA
azj	çürümək	NA	NA
azj	danışmaq	NA	NA
azj	dəri	NA	NA
azj	dil	NA	NA
azj	doğmaq	NA	NA
azj	duymaq	NA	NA
azj	düz	NA	NA
azj	eşitmək	NA	NA
azj	etmək	NA	NA
azj	ev	NA	NA
azj	ərimək	NA	NA
azj	fəna	NA	NA
azj	getmək	NA	NA
azj	girmək	NA	NA
azj	gizlətmək	NA	NA
azj	görünmək	NA	NA
azj	göy	NA	NA
azj	hava	NA	NA
azj	idarə etmək	NA	NA
azj	iş	NA	NA
azj	kənar	NA	NA
azj	kürək	NA	NA
azj	məsafə	NA	NA
azj	o	NA	NA
azj	ödəmək	NA	NA
azj	olmaq	NA	NA
azj	örtmək	NA	NA
azj	oturmaq	NA	NA
azj	oxumaq	NA	NA
azj	oynamaq	NA	NA
azj	öyrətmək	NA	NA
azj	parlamaq	NA	NA
azj	pozmaq	NA	NA
azj	qabıq	NA	NA
azj	qaçmaq	NA	NA
azj	qaldırmaq	NA	NA
azj	qazan	NA	NA
azj	qırmaq	NA	NA
azj	qız	NA	NA
azj	qol	NA	NA
azj	qoparmaq	NA	NA
azj	qorumaq	NA	NA
azj	qorxmaq	NA	NA
azj	qoymaq	NA	NA
azj	qurd	NA	NA
azj	sabah	NA	NA
azj	saxlamaq	NA	NA
azj	şey	NA	NA
azj	səs	NA	NA
azj	sındırmaq	NA	NA
azj	son	NA	NA
azj	sonra	NA	NA
azj	soxmaq	NA	NA
azj	soyuq	NA	NA
azj	süpürmək	NA	NA
azj	sürmək	NA	NA
azj	sürü	NA	NA
azj	şüvül	NA	NA
azj	taxıl	NA	NA
azj	taxta	NA	NA
azj	təpə	NA	NA
azj	tikmək	NA	NA
azj	tutmaq	NA	NA
azj	uzun	NA	NA
azj	vermək	NA	NA
azj	xəbər	NA	NA
azj	yağ	NA	NA
azj	yandırmaq	NA	NA
azj	yaş	NA	NA
azj	yaşamaq	NA	NA
azj	yay	NA	NA
azj	yellənmək	NA	NA
azj	yemək	NA	NA
azj	yer	NA	NA
azj	yuva	NA	NA
bak	аҙаҡ	NA	NA
bak	ай	NA	NA
bak	алама	NA	NA
bak	алыу	NA	NA
bak	аңлау	NA	NA
bak	аулау	NA	NA
bak	ауырыу	NA	NA
bak	ашау	NA	NA
bak	ашығыу	NA	NA
bak	аяҡ	NA	NA
bak	әйләндереү	NA	NA
bak	әйтеү	NA	NA
bak	әсе	NA	NA
bak	барыу	NA	NA
bak	батҡаҡ	NA	NA
bak	бау	NA	NA
bak	башлау	NA	NA
bak	бәйләү	NA	NA
bak	бәүетеү	NA	NA
bak	бер	NA	NA
bak	бешереү	NA	NA
bak	биләү	NA	NA
bak	биреү	NA	NA
bak	боҙоу	NA	NA
bak	ботаҡ	NA	NA
bak	бөгөү	NA	NA
bak	булыу	NA	NA
bak	буяу	NA	NA
bak	бында	NA	NA
bak	дөрөҫ	NA	NA
bak	етәкләү	NA	NA
bak	еүеш	NA	NA
bak	иген	NA	NA
bak	инеү	NA	NA
bak	ир	NA	NA
bak	иреү	NA	NA
bak	ишетеү	NA	NA
bak	йәш	NA	NA
bak	йәшәү	NA	NA
bak	йәшереү	NA	NA
bak	йоҡлау	NA	NA
bak	йөрөү	NA	NA
bak	йылан	NA	NA
bak	йыш	NA	NA
bak	килеп сығыу	NA	NA
bak	килеү	NA	NA
bak	кирегә	NA	NA
bak	көлөү	NA	NA
bak	көрәк	NA	NA
bak	көс	NA	NA
bak	көслө	NA	NA
bak	көтөү	NA	NA
bak	күреү	NA	NA
bak	күтәреү	NA	NA
bak	ҡабаланыу	NA	NA
bak	ҡабыҡ	NA	NA
bak	ҡағылыу	NA	NA
bak	ҡағыу	NA	NA
bak	ҡайҙа	NA	NA
bak	ҡайыш	NA	NA
bak	ҡамасаулау	NA	NA
bak	ҡаплау	NA	NA
bak	ҡарау	NA	NA
bak	ҡасыу	NA	NA
bak	ҡатын	NA	NA
bak	ҡеүәтле	NA	NA
bak	ҡойоу	NA	NA
bak	ҡул	NA	NA
bak	ҡурҡыу	NA	NA
bak	ҡыҙ	NA	NA
bak	ҡырҡыу	NA	NA
bak	май	NA	NA
bak	матур	NA	NA
bak	мендереү	NA	NA
bak	мөйөш	NA	NA
bak	мылтыҡ	NA	NA
bak	нәмә	NA	NA
bak	оҫта	NA	NA
bak	өҙөү	NA	NA
bak	өй	NA	NA
bak	өрөү	NA	NA
bak	рәсем төшөрөү	NA	NA
bak	саҡырыу	NA	NA
bak	сереу	NA	NA
bak	сирләү	NA	NA
bak	сит	NA	NA
bak	тамыр	NA	NA
bak	тартыу	NA	NA
bak	тауыш	NA	NA
bak	тел	NA	NA
bak	телмәр	NA	NA
bak	тире	NA	NA
bak	тоҙак	NA	NA
bak	тоҡ	NA	NA
bak	тоҡандырыу	NA	NA
bak	тороу	NA	NA
bak	тотоп алыу	NA	NA
bak	тотоу	NA	NA
bak	төртөү	NA	NA
bak	төш	NA	NA
bak	туҡмау	NA	NA
bak	туңыү	NA	NA
bak	түбә	NA	NA
bak	түләү	NA	NA
bak	түңәрәк	NA	NA
bak	тырнаҡ	NA	NA
bak	уҡытыу	NA	NA
bak	ул	NA	NA
bak	ултырыу	NA	NA
bak	үлсәү	NA	NA
bak	хөрт	NA	NA
bak	һаҡлау	NA	NA
bak	һалҡынса	NA	NA
bak	һан	NA	NA
bak	һанау	NA	NA
bak	һелкетеү	NA	NA
bak	һепереү	NA	NA
bak	һөйләшеү	NA	NA
bak	һуңынан	NA	NA
bak	һүрәт яһау	NA	NA
bak	һыуыҡ	NA	NA
bak	шаулау	NA	NA
bak	шишмә	NA	NA
bak	шунда	NA	NA
bak	шылтыратыу	NA	NA
bak	этеү	NA	NA
bak	эш	NA	NA
bak	эшләү	NA	NA
bak	яңғырау	NA	NA
bak	яратыу	NA	NA
bak	яһау	NA	NA
bel	адзін	NA	NA
bel	баяцца	NA	NA
bel	вугал	NA	NA
bel	вязаць	NA	NA
bel	гайдацца	NA	NA
bel	грудзі	NA	NA
bel	гуляць	NA	NA
bel	дом	NA	NA
bel	другі	NA	NA
bel	дрэва	NA	NA
bel	жыць	NA	NA
bel	запаліць	NA	NA
bel	званіць	NA	NA
bel	канец	NA	NA
bel	колькасць	NA	NA
bel	ліст	NA	NA
bel	лічыць	NA	NA
bel	месца	NA	NA
bel	месяц	NA	NA
bel	нага	NA	NA
bel	назад	NA	NA
bel	накрыць	NA	NA
bel	ногаць	NA	NA
bel	падняць	NA	NA
bel	пакінуць	NA	NA
bel	палец	NA	NA
bel	пачуць	NA	NA
bel	поўдзень	NA	NA
bel	скура	NA	NA
bel	сон	NA	NA
bel	спяшацца	NA	NA
bel	стары	NA	NA
bel	схаваць	NA	NA
bel	схапіць	NA	NA
bel	схваціць	NA	NA
bel	тонкі	NA	NA
bel	устаць	NA	NA
bel	цягнуць	NA	NA
bel	чакаць	NA	NA
bel	штурхаць	NA	NA
ben	অগ্নি	NA	NA
ben	অপেক্ষা করা	NA	NA
ben	আগে	NA	NA
ben	আঘাত করা	NA	NA
ben	আঙ্গুল	NA	NA
ben	আসা	NA	NA
ben	উদিত হওয়া	NA	NA
ben	উপলব্ধি করা	NA	NA
ben	এখানে	NA	NA
ben	ওখানে	NA	NA
ben	কাটা	NA	NA
ben	কানা	NA	NA
ben	কৃশ	NA	NA
ben	কোণ	NA	NA
ben	কোথায়	NA	NA
ben	খাদ্য	NA	NA
ben	খেলা	NA	NA
ben	খোলা	NA	NA
ben	গর্জন করা	NA	NA
ben	গর্ত	NA	NA
ben	গলা	NA	NA
ben	গোপন করা	NA	NA
ben	চলা	NA	NA
ben	চালনা করা	NA	NA
ben	ছিঁড়া	NA	NA
ben	ছেলে	NA	NA
ben	জাগা	NA	NA
ben	জোর	NA	NA
ben	জ্বালান	NA	NA
ben	ঝাঁক	NA	NA
ben	ঝাঁট দেওয়া	NA	NA
ben	টানা	NA	NA
ben	ঠেলা	NA	NA
ben	ঢাকা	NA	NA
ben	ঢোকা	NA	NA
ben	তখন	NA	NA
ben	তুষার	NA	NA
ben	ত্বরাম্বিত করা	NA	NA
ben	থামা	NA	NA
ben	দংশন করা	NA	NA
ben	দেওয়া	NA	NA
ben	দেখা	NA	NA
ben	দোলা	NA	NA
ben	ধরা	NA	NA
ben	ধুলা	NA	NA
ben	নখর	NA	NA
ben	নড়া	NA	NA
ben	নীচে	NA	NA
ben	নোয়া	NA	NA
ben	পড়া	NA	NA
ben	পথ	NA	NA
ben	পরখ করা	NA	NA
ben	পরিত্যাগ করা	NA	NA
ben	পরিমাণ	NA	NA
ben	পরিষ্কার করা	NA	NA
ben	পশ্চাতে	NA	NA
ben	পা	NA	NA
ben	পাওয়া	NA	NA
ben	পাকা	NA	NA
ben	পালানো	NA	NA
ben	প্রদান করা	NA	NA
ben	প্রবাহিত হওয়া	NA	NA
ben	প্রস্থান করা	NA	NA
ben	বন্ধন করা	NA	NA
ben	বর্ষণ করা	NA	NA
ben	বলা	NA	NA
ben	বসা	NA	NA
ben	বস্ত্র	NA	NA
ben	বহন করা	NA	NA
ben	বাছা	NA	NA
ben	বিচ্ছিন্ন করা	NA	NA
ben	বিরক্ত করা	NA	NA
ben	ভিজা	NA	NA
ben	ভূমি	NA	NA
ben	মারা যাওয়া	NA	NA
ben	যাওয়া	NA	NA
ben	রক্ষা করা	NA	NA
ben	রন্ধন করা	NA	NA
ben	শস্য	NA	NA
ben	শোনা	NA	NA
ben	স্কন্ধ	NA	NA
ben	স্থাপন করা	NA	NA
ben	স্বর	NA	NA
ben	হংসী	NA	NA
ben	হাঁটা	NA	NA
ben	হ্রাস হওয়া	NA	NA
bre	achuiñ	NA	NA
bre	ahont	NA	NA
bre	alumiñ	NA	NA
bre	amzer	NA	NA
bre	aze	NA	NA
bre	azezañ	NA	NA
bre	barr	NA	NA
