	Unnamed: 0	Unnamed: 0.1	Language_ID	Value	Source_ID	Source_Value	Language	Source_Language	Etymology_raw
415	415	415	arb	حبة			Standard Arabic	0	"From the root ح ب ب‎ (ḥ-b-b).
"
416	416	416	arb	حضر			Standard Arabic	0	"From the root ح ض ر‎ (ḥ-ḍ-r).
"
417	417	417	arb	حمل			Standard Arabic	0	"From the root ح م ل‎ (ḥ-m-l).
"
418	418	418	arb	حمى			Standard Arabic	0	"From the root ح م ي‎ (ḥ-m-y).
"
419	419	419	arb	خبز			Standard Arabic	0	"From the root خ ب ز‎ (ḵ-b-z).
"
420	420	420	arb	دار			Standard Arabic	0	"Derived from the active participle of the verb دَرَّ‎ (darra, “to flow copiously”), from the root د ر ر‎ (d-r-r).
"
421	421	421	arb	دب			Standard Arabic	0	"From the root د ب ب‎ (d-b-b).
"
422	422	422	arb	دخل			Standard Arabic	0	"From the root د خ ل‎ (d-ḵ-l).
"
423	423	423	arb	دفع			Standard Arabic	0	"From the root د ف ع‎ (d-f-ʿ).
"
424	424	424	arb	دل			Standard Arabic	0	"From the root د ل ل‎ (d-l-l).
"
425	425	425	arb	ذاب			Standard Arabic	0	From the root ذ و ب‎ (ḏ-w-b)
426	426	426	arb	ذهب			Standard Arabic	0	"From the root ذ ه ب‎ (ḏ-h-b).
"
427	427	427	arb	ربط			Standard Arabic	0	"From the root ر ب ط‎ (r-b-ṭ).
"
428	428	428	arb	رعد			Standard Arabic	0	"From the root ر ع د‎ (r-ʿ-d).
"
429	429	429	arb	رفع			Standard Arabic	0	"From the root ر ف ع‎ (r-f-ʿ).
"
430	430	430	arb	ساق			Standard Arabic	0	"From the root س و ق‎ (s-w-q).
"
431	431	431	arb	سحب			Standard Arabic	0	"From the root س ح ب‎ (s-ḥ-b).
"
432	432	432	arb	سمع			Standard Arabic	0	"From the root س م ع‎ (s-m-ʿ), from Proto-Semitic *šamaʿ-.
"
433	433	433	arb	سن			Standard Arabic	0	"From the root س ن ن‎ (s-n-n).
"
434	434	434	arb	شرق			Standard Arabic	0	"From the root ش ر ق‎ (š-r-q).
"
435	435	435	arb	شعر			Standard Arabic	0	"From the root ش ع ر‎ (š-ʿ-r).
"
436	436	436	arb	صخب			Standard Arabic	0	"From the root ص خ ب‎ (ṣ-ḵ-b).
"
437	437	437	arb	صغير			Standard Arabic	0	"From the root ص غ ر‎ (ṣ-ḡ-r), from Proto-Semitic *ṣ-ɣ-r (“to be small, young”). Cognate with Akkadian 𒌉 (TUR, ṣehru), 𒌉𒁕 (BÀN.DA, ṣehru, “small, young”), Aramaic ܙܥܘܪܐ‎ (zʿūrā, “small”), Ugaritic 𐎕𐎙𐎗 (ṣġr), Hebrew צָעִיר‎ (tsa'ír).
"
438	438	438	arb	صقيع			Standard Arabic	0	"From the root ص ق ع‎ (ṣ-q-ʿ).
"
439	439	439	arb	صوت			Standard Arabic	0	"From the root ص و ت‎ (ṣ-w-t). The sense “vote” is probably a loan translation from a European language, most likely French voix, but compare also German Stimme and stimmen, Russian голос (golos) and голосовать (golosovatʹ), etc.
"
440	440	440	arb	ضرب			Standard Arabic	0	"From the root ض ر ب‎ (ḍ-r-b).
"
441	441	441	arb	ظفر			Standard Arabic	0	"From the root ظ ف ر‎ (ẓ-f-r), inherited from Proto-Semitic *θ̣upr-, *θ̣ipr-.
"
442	442	442	arb	ظهر			Standard Arabic	0	"From the root ظ ه ر‎ (ẓ-h-r).
"
443	443	443	arb	علم			Standard Arabic	0	"From the root ع ل م‎ (ʿ-l-m).
"
444	444	444	arb	عمل			Standard Arabic	0	From the root ع م ل‎ (ʿ-m-l). The grammatical “government” meaning is a semantic loan from  Medieval Latin vīs. Compare Hebrew עָמָל‎ (`Amal, “work, deed”)
445	445	445	arb	غرب			Standard Arabic	0	"From the root غ ر ب‎ (ḡ-r-b).
"
446	446	446	arb	غطى			Standard Arabic	0	"From the roots غ ط ي‎ (ḡ-ṭ-y) and غ ط و‎ (ḡ-ṭ-w). Cognate with Hebrew עָטָה‎ (ʿatá).
"
447	447	447	arb	غنى			Standard Arabic	0	"From the root غ ن ي‎ (ḡ-n-y), to be free from want, to be rich, to be full; to be full of sound, resonating.
"
448	448	448	arb	فعل			Standard Arabic	0	"From the root ف ع ل‎ (f-ʿ-l); cognate with Hebrew פָּעַל‎ (pa'ál, “to do”).
"
449	449	449	arb	فهم			Standard Arabic	0	"From the root ف ه م‎ (f-h-m).
"
